
  RooFitResult: minimized FCN value: 0, estimated distance to minimum: 2.54115e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Constant Parameter    Value     
       ttw_stat_hihi14    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi15    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi16    0.0000e+00    0.0000e+00 +/-  9.96e-01  <none>
       ttw_stat_hihi17    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi18    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi19    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        ttw_stat_hihi2    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ttw_stat_hihi20    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi21    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi22    0.0000e+00    0.0000e+00 +/-  9.96e-01  <none>
       ttw_stat_hihi23    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi24    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi25    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ttw_stat_hihi26    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi27    0.0000e+00    0.0000e+00 +/-  9.84e-01  <none>
       ttw_stat_hihi28    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi29    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
        ttw_stat_hihi3    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
       ttw_stat_hihi30    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
       ttw_stat_hihi31    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hihi32    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        ttw_stat_hihi4    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        ttw_stat_hihi5    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ttw_stat_hihi6    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
        ttw_stat_hihi7    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        ttw_stat_hihi8    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        ttw_stat_hihi9    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ttw_stat_hilow1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_hilow10    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
      ttw_stat_hilow11    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      ttw_stat_hilow12    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_hilow13    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      ttw_stat_hilow14    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_hilow15    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_hilow16    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
      ttw_stat_hilow17    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_hilow18    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_hilow19    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hilow2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_hilow20    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_hilow21    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      ttw_stat_hilow22    0.0000e+00    0.0000e+00 +/-  9.96e-01  <none>
      ttw_stat_hilow23    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_hilow24    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_hilow25    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_hilow26    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ttw_stat_hilow3    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ttw_stat_hilow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ttw_stat_hilow5    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ttw_stat_hilow6    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttw_stat_hilow7    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ttw_stat_hilow8    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ttw_stat_hilow9    0.0000e+00    0.0000e+00 +/-  9.99e-01  <none>
      ttw_stat_lowlow1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_lowlow2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_lowlow3    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_lowlow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_lowlow5    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_lowlow6    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttw_stat_lowlow7    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttw_stat_lowlow8    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         ttzh_extr_hth    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         ttzh_extr_htl    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
          ttzh_extr_ll    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ttzh_stat_hihi1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hihi10    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      ttzh_stat_hihi11    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hihi12    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi13    0.0000e+00    0.0000e+00 +/-  9.99e-01  <none>
      ttzh_stat_hihi14    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi15    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi16    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi17    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hihi18    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      ttzh_stat_hihi19    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ttzh_stat_hihi2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hihi20    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
      ttzh_stat_hihi21    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi22    0.0000e+00    0.0000e+00 +/-  9.91e-01  <none>
      ttzh_stat_hihi23    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi24    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
      ttzh_stat_hihi25    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi26    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi27    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hihi28    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hihi29    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ttzh_stat_hihi3    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
      ttzh_stat_hihi30    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
      ttzh_stat_hihi31    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hihi32    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttzh_stat_hihi4    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttzh_stat_hihi5    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ttzh_stat_hihi6    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttzh_stat_hihi7    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ttzh_stat_hihi8    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ttzh_stat_hihi9    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hilow1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow10    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow11    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow12    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow13    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow14    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
     ttzh_stat_hilow15    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow16    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
     ttzh_stat_hilow17    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow18    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
     ttzh_stat_hilow19    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hilow2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow20    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow21    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow22    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
     ttzh_stat_hilow23    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow24    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow25    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_hilow26    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hilow3    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hilow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hilow5    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
      ttzh_stat_hilow6    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
      ttzh_stat_hilow7    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
      ttzh_stat_hilow8    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
      ttzh_stat_hilow9    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_lowlow1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_lowlow2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_lowlow3    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
     ttzh_stat_lowlow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_lowlow5    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_lowlow6    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_lowlow7    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
     ttzh_stat_lowlow8    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
         ww_stat_hihi1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi10    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi11    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi12    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi13    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi14    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi15    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
        ww_stat_hihi16    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi17    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi18    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi19    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         ww_stat_hihi2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi20    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi21    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi22    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi23    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi24    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi25    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi26    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi27    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi28    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi29    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         ww_stat_hihi3    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi30    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hihi31    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hihi32    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         ww_stat_hihi4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         ww_stat_hihi5    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         ww_stat_hihi6    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         ww_stat_hihi7    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         ww_stat_hihi8    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         ww_stat_hihi9    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hilow1    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
       ww_stat_hilow10    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ww_stat_hilow11    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ww_stat_hilow12    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_hilow13    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_hilow14    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_hilow15    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_hilow16    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_hilow17    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_hilow18    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_hilow19    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hilow2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_hilow20    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_hilow21    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_hilow22    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_hilow23    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ww_stat_hilow24    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       ww_stat_hilow25    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_hilow26    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hilow3    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hilow4    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
        ww_stat_hilow5    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hilow6    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        ww_stat_hilow7    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        ww_stat_hilow8    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        ww_stat_hilow9    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_lowlow1    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
       ww_stat_lowlow2    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_lowlow3    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_lowlow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_lowlow5    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_lowlow6    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       ww_stat_lowlow7    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       ww_stat_lowlow8    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         wz_stat_hihi1    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi10    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
        wz_stat_hihi11    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        wz_stat_hihi12    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        wz_stat_hihi13    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
        wz_stat_hihi14    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        wz_stat_hihi15    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
        wz_stat_hihi16    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi17    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
        wz_stat_hihi18    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi19    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         wz_stat_hihi2    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
        wz_stat_hihi20    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi21    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi22    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi23    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi24    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi25    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi26    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
        wz_stat_hihi27    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi28    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi29    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         wz_stat_hihi3    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        wz_stat_hihi30    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hihi31    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        wz_stat_hihi32    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         wz_stat_hihi4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         wz_stat_hihi5    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
         wz_stat_hihi6    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         wz_stat_hihi7    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
         wz_stat_hihi8    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
         wz_stat_hihi9    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        wz_stat_hilow1    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow10    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       wz_stat_hilow11    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
       wz_stat_hilow12    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow13    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       wz_stat_hilow14    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow15    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow16    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow17    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow18    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow19    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hilow2    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       wz_stat_hilow20    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow21    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow22    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow23    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow24    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_hilow25    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       wz_stat_hilow26    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        wz_stat_hilow3    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        wz_stat_hilow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        wz_stat_hilow5    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        wz_stat_hilow6    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hilow7    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hilow8    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        wz_stat_hilow9    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       wz_stat_lowlow1    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       wz_stat_lowlow2    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       wz_stat_lowlow3    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
       wz_stat_lowlow4    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_lowlow5    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_lowlow6    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_lowlow7    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       wz_stat_lowlow8    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         xg_stat_hihi1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi10    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi11    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi12    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi13    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi14    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        xg_stat_hihi15    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi16    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi17    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi18    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi19    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
         xg_stat_hihi2    0.0000e+00    0.0000e+00 +/-  9.80e-01  <none>
        xg_stat_hihi20    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi21    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi22    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        xg_stat_hihi23    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi24    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        xg_stat_hihi25    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi26    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi27    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        xg_stat_hihi28    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hihi29    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         xg_stat_hihi3    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi30    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
        xg_stat_hihi31    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hihi32    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
         xg_stat_hihi4    0.0000e+00    0.0000e+00 +/-  9.53e-01  <none>
         xg_stat_hihi5    0.0000e+00    0.0000e+00 +/-  9.80e-01  <none>
         xg_stat_hihi6    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         xg_stat_hihi7    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         xg_stat_hihi8    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
         xg_stat_hihi9    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
        xg_stat_hilow1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_hilow10    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       xg_stat_hilow11    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_hilow12    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       xg_stat_hilow13    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       xg_stat_hilow14    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
       xg_stat_hilow15    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       xg_stat_hilow16    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       xg_stat_hilow17    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_hilow18    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
       xg_stat_hilow19    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
        xg_stat_hilow2    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       xg_stat_hilow20    0.0000e+00    0.0000e+00 +/-  9.93e-01  <none>
       xg_stat_hilow21    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       xg_stat_hilow22    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       xg_stat_hilow23    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
       xg_stat_hilow24    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_hilow25    0.0000e+00    0.0000e+00 +/-  9.44e-01  <none>
       xg_stat_hilow26    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hilow3    0.0000e+00    0.0000e+00 +/-  1.05e+00  <none>
        xg_stat_hilow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hilow5    0.0000e+00    0.0000e+00 +/-  1.01e+00  <none>
        xg_stat_hilow6    0.0000e+00    0.0000e+00 +/-  9.92e-01  <none>
        xg_stat_hilow7    0.0000e+00    0.0000e+00 +/-  9.98e-01  <none>
